datetime,sym,price,size
2025.05.23D11:44:49.183777472,IBM,255.52,10
2025.05.23D11:44:49.183975983,IBM,255.52,5
2025.05.23D11:44:49.187004212,IBM,255.52,5
2025.05.23D11:44:49.192062193,IBM,255.52,8
2025.05.23D11:45:02.317221456,IBM,255.8,6
2025.05.23D11:46:01.951101639,IBM,255.51,2
2025.05.23D11:46:01.951107691,IBM,255.3,6
2025.05.23D11:46:02.156809505,IBM,255.31,8
2025.05.23D11:46:02.157411019,IBM,255.31,10
2025.05.23D11:46:02.164066273,IBM,255.31,8
2025.05.23D11:46:23.514029102,IBM,255.38,24
2025.05.23D11:46:23.514895157,IBM,255.38,16
2025.05.23D11:46:23.521664211,IBM,255.38,8
2025.05.23D11:46:23.528541569,IBM,255.38,8
2025.05.23D11:47:09.071672971,IBM,255.48,15
2025.05.23D11:47:24.176006669,IBM,255.77,1
2025.05.23D11:47:46.078259279,IBM,255.39,19
2025.05.23D11:47:47.437595131,IBM,255.76,1
2025.05.23D11:47:47.437598127,IBM,255.76,4
2025.05.23D11:47:47.437601084,IBM,255.77,1
2025.05.23D11:48:45.886651301,IBM,255.3,4
2025.05.23D11:48:45.886879901,IBM,255.21,13
2025.05.23D11:48:45.886952004,IBM,255.21,4
2025.05.23D11:48:45.887514343,IBM,255.21,8
2025.05.23D11:48:46.061746345,IBM,255.16,1
2025.05.23D11:48:49.171123344,IBM,255.1,25
2025.05.23D11:50:59.603332801,IBM,255.32,1
2025.05.23D11:50:59.603432005,IBM,255.08,4
2025.05.23D11:51:14.894597928,IBM,255.13,4
2025.05.23D11:51:15.360485346,IBM,256.64,4
2025.05.23D11:52:03.045430708,IBM,255.11,60
2025.05.23D11:52:03.045433775,IBM,255.09,1
2025.05.23D11:52:03.045436734,IBM,255.09,54
2025.05.23D11:52:03.045451742,IBM,255.03,60
2025.05.23D11:52:03.045455373,IBM,255.01,100
2025.05.23D11:52:03.045455373,IBM,255.01,100
2025.05.23D11:52:03.045469788,IBM,255,1
2025.05.23D11:52:03.045478943,IBM,255,1
2025.05.23D11:52:03.045478943,IBM,255,1
2025.05.23D11:52:03.045484888,IBM,255,7
2025.05.23D11:52:03.045493856,IBM,255,2
2025.05.23D11:52:03.045493856,IBM,255,1
2025.05.23D11:52:03.045505875,IBM,255,1
2025.05.23D11:52:03.045511952,IBM,255,40
2025.05.23D11:52:03.045632334,IBM,255.08,7
2025.05.23D11:52:03.045632334,IBM,255.03,60
2025.05.23D11:52:03.045636221,IBM,255,1
2025.05.23D11:52:03.045636221,IBM,255,25
2025.05.23D11:52:03.046020144,IBM,255,160
